precinct,rank1,rank2,rank3,Num cands,Num seats
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,KALE R. SEVERSON,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,KALE R. SEVERSON,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-01,KALE R. SEVERSON,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,KALE R. SEVERSON,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,KALE R. SEVERSON,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,BLONG YANG,writein,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,KALE R. SEVERSON,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,KALE R. SEVERSON,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-6C,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,KALE R. SEVERSON,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-02,KALE R. SEVERSON,IAN ALEXANDER,writein,5,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BRETT BUCKNER,BLONG YANG,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-08,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,KALE R. SEVERSON,skipped,5,1
MINNEAPOLIS W-5 P-05,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-07,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,KALE R. SEVERSON,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-01,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-07,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,IAN ALEXANDER,skipped,5,1
MINNEAPOLIS W-5 P-6C,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-03,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-04,IAN ALEXANDER,BLONG YANG,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-04,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,KALE R. SEVERSON,BLONG YANG,writein,5,1
MINNEAPOLIS W-5 P-07,IAN ALEXANDER,KALE R. SEVERSON,BLONG YANG,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,IAN ALEXANDER,KALE R. SEVERSON,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-03,BLONG YANG,BRETT BUCKNER,skipped,5,1
MINNEAPOLIS W-5 P-08,BLONG YANG,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,KALE R. SEVERSON,BLONG YANG,writein,5,1
MINNEAPOLIS W-5 P-04,BLONG YANG,BRETT BUCKNER,IAN ALEXANDER,5,1
MINNEAPOLIS W-5 P-01,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-01,BLONG YANG,KALE R. SEVERSON,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-6C,IAN ALEXANDER,BLONG YANG,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,BLONG YANG,IAN ALEXANDER,BRETT BUCKNER,5,1
MINNEAPOLIS W-5 P-02,IAN ALEXANDER,skipped,skipped,5,1
MINNEAPOLIS W-5 P-05,KALE R. SEVERSON,skipped,skipped,5,1
MINNEAPOLIS W-5 P-03,BRETT BUCKNER,IAN ALEXANDER,BLONG YANG,5,1
MINNEAPOLIS W-5 P-08,IAN ALEXANDER,BRETT BUCKNER,BLONG YANG,5,1
